Date,Open,High,Low,Close,Volume
2019-02-01 00:00:00-05:00,131.41224828801515,131.6773732129234,127.55913803581491,127.8861312866211,5536500
2019-02-04 00:00:00-05:00,127.68290749366076,130.8025124280329,127.64756378377241,130.7318115234375,4692800
2019-02-05 00:00:00-05:00,131.14714995899482,131.4034423828125,130.27225505963193,131.4034423828125,2962700
2019-02-06 00:00:00-05:00,131.66853617194332,132.11040653679132,131.0499068733054,131.5889892578125,3147200
2019-02-07 00:00:00-05:00,130.5020774786905,131.58907551298395,130.13090774709815,130.92626953125,2961700
2019-02-08 00:00:00-05:00,130.77600247110306,131.35927482573854,130.07785294466518,131.332763671875,3952100
2019-02-11 00:00:00-05:00,131.66856623678623,131.96020236235492,130.8378476036178,131.2178497314453,2977700
2019-02-12 00:00:00-05:00,131.85412985620607,133.0118281922325,131.64204068613404,132.8792724609375,2654900
2019-02-13 00:00:00-05:00,133.43605514084803,134.92956606662412,133.16208411038446,133.86907958984375,2759700
2019-02-14 00:00:00-05:00,133.38302975758384,134.01049183430484,132.5258133479843,133.0207061767578,2110700
2019-02-15 00:00:00-05:00,134.32861848849222,135.4951629638672,133.96628147858186,135.4951629638672,3039400
2019-02-19 00:00:00-05:00,134.86771873818662,135.8751829700843,134.6732946333627,135.45982360839844,2479600
2019-02-20 00:00:00-05:00,135.5039969451862,136.83844088047678,135.22119337794206,136.60867309570312,2622400
2019-02-21 00:00:00-05:00,136.4132155172453,136.5997968144416,135.11608032300472,135.5869598388672,2706300
2019-02-22 00:00:00-05:00,136.1555551654538,136.4665194417048,135.38260463904663,136.1111297607422,2868500
2019-02-25 00:00:00-05:00,136.99959663400946,137.42605073491953,136.58202219219262,136.87521362304688,2312500
2019-02-26 00:00:00-05:00,136.72414093026157,137.54151671689712,136.4842546326065,136.75079345703125,1986300
2019-02-27 00:00:00-05:00,136.69748932074287,137.47933292917435,136.03114903357366,137.35494995117188,1751400
2019-02-28 00:00:00-05:00,136.90185355483294,137.32832117321684,136.29771143055103,136.88409423828125,2843900
2019-03-01 00:00:00-05:00,137.7014994715497,138.46557050448533,137.39053512823648,138.35006713867188,3385400
2019-03-04 00:00:00-05:00,139.30071299066043,139.46952143948508,136.8041591276867,137.2661590576172,4068400
2019-03-05 00:00:00-05:00,137.27501363898614,137.8791693687867,136.47541051422238,136.95516967773438,3381900
2019-03-06 00:00:00-05:00,136.91075582180395,137.72813180931928,136.58201864964036,136.59091186523438,3929400
2019-03-07 00:00:00-05:00,136.4398605200026,136.6797332920964,134.72513758690195,135.471435546875,3579600
2019-03-08 00:00:00-05:00,134.39645734883104,134.87621660445774,133.60573373123975,134.68075561523438,2920700
2019-03-11 00:00:00-04:00,134.15654806134992,136.13779659776185,133.7567464903942,136.10226440429688,2792800
2019-03-12 00:00:00-04:00,136.43985330103516,137.1506054786061,135.75574009555788,136.37765502929688,1822000
2019-03-13 00:00:00-04:00,137.08843294859045,138.10126980405593,136.68863142398857,137.74588012695312,2533900
2019-03-14 00:00:00-04:00,138.02131541012733,138.27008141150125,137.15062084858832,137.93246459960938,2657600
2019-03-15 00:00:00-04:00,137.84364538413163,138.6077164368352,137.7370352324583,138.02134704589844,5287300
2019-03-18 00:00:00-04:00,138.19899179829207,139.56720469025117,137.62148869217796,139.425048828125,2395900
2019-03-19 00:00:00-04:00,140.03808846660576,140.517861126986,139.1851803808425,139.7004852294922,2694600
2019-03-20 00:00:00-04:00,139.65609259944657,140.09142640237215,138.28786578722475,138.85647583007812,2373700
