Date,Open,High,Low,Close,Volume
2019-02-01 00:00:00-05:00,109.76485940202106,110.15690711111942,109.01900649096243,109.55448913574219,1540800
2019-02-04 00:00:00-05:00,109.65967396219874,110.62546141132171,109.42061816853293,110.58721160888672,1070200
2019-02-05 00:00:00-05:00,110.89319354899031,111.87810217006052,110.70194455265424,111.79204559326172,1448900
2019-02-06 00:00:00-05:00,111.65817990369356,112.59528185008823,111.56255904273183,112.13629150390625,1555800
2019-02-07 00:00:00-05:00,111.32350826205614,111.71556329370173,109.73618147138964,110.46290588378906,1360000
2019-02-08 00:00:00-05:00,109.56404980921008,110.45333762672207,109.56404980921008,110.42465209960938,1381300
2019-02-11 00:00:00-05:00,110.78801760011754,111.58168458598497,110.40552687117146,110.58721160888672,1022200
2019-02-12 00:00:00-05:00,111.31395468444016,111.65818835086354,109.47800045622266,109.71705627441406,2374500
2019-02-13 00:00:00-05:00,110.92189351224175,114.37385991983264,110.8549581786626,113.65669250488281,2296100
2019-02-14 00:00:00-05:00,112.968194767454,113.60886248401303,111.53386013882161,113.42718505859375,1785400
2019-02-15 00:00:00-05:00,114.555537396154,116.27673470555938,113.6088712158071,115.75081634521484,2012900
2019-02-19 00:00:00-05:00,115.02409323882652,117.04172483822683,114.89022257022782,116.68791961669922,2625600
2019-02-20 00:00:00-05:00,117.17558286659238,121.698514172207,116.61140742801133,121.41165161132812,3337600
2019-02-21 00:00:00-05:00,121.4785959000435,122.63562509370522,119.95819722223074,121.79415130615234,2893000
2019-02-22 00:00:00-05:00,122.32962407927887,124.041264340169,121.98538317231754,123.19978332519531,2085700
2019-02-25 00:00:00-05:00,124.01258916550981,124.46201523685775,122.79818161585851,122.85555267333984,2325100
2019-02-26 00:00:00-05:00,122.57821997229685,124.21335301496235,122.55909142823413,122.94158935546875,1979200
2019-02-27 00:00:00-05:00,122.06187962330635,123.00853844532188,121.09609225395131,121.37339782714844,2168600
2019-02-28 00:00:00-05:00,121.60364260136534,121.83387780142124,119.9248293245741,120.17424774169922,3312900
2019-03-01 00:00:00-05:00,120.38529938256592,121.40218554142595,117.25791535697203,119.38760375976562,4407900
