Date,Open,High,Low,Close,Volume
2019-02-01 00:00:00-05:00,108.16110307183702,109.8008835456486,107.65442617110031,109.04547882080078,1184000
2019-02-04 00:00:00-05:00,108.93493821874709,110.77738960511068,108.58487498555995,110.59314727783203,1599800
2019-02-05 00:00:00-05:00,110.62078383845349,110.86029746021666,109.49688735893872,109.97592163085938,942900
2019-02-06 00:00:00-05:00,109.96670227195752,111.16429133350275,109.86536689380607,110.94319915771484,907500
2019-02-07 00:00:00-05:00,110.35359654570789,110.3720179620561,108.51114566162238,109.27576446533203,1031400
2019-02-08 00:00:00-05:00,119.70407278398814,126.00525336032591,118.65387602126518,124.7063217163086,4429300
2019-02-11 00:00:00-05:00,124.71555916166773,125.78417045671364,123.48110584850905,123.61007690429688,1903100
2019-02-12 00:00:00-05:00,123.7113701273067,127.42392194210653,123.7113701273067,126.41056823730469,1823400
2019-02-13 00:00:00-05:00,126.62249595947993,127.05547325297411,125.62757030996939,126.79753112792969,1178000
2019-02-14 00:00:00-05:00,126.79750621681714,127.11071958472291,125.73810227257573,126.3829574584961,956300
2019-02-15 00:00:00-05:00,127.44237795827767,127.97669062653326,126.70539448286341,127.70954132080078,1077200
2019-02-19 00:00:00-05:00,127.09229148380096,128.50176554414625,127.07386303567976,127.96745300292969,773900
2019-02-20 00:00:00-05:00,128.2069785495415,128.88869062568492,127.61739466580264,128.24383544921875,1067800
2019-02-21 00:00:00-05:00,128.40043704333135,128.64915785074928,127.2304765187354,127.48841857910156,981300
2019-02-22 00:00:00-05:00,127.94900784750394,129.02683998486305,127.67263738892291,128.95314025878906,942700
2019-02-25 00:00:00-05:00,129.4782457361084,130.32577150209224,129.0176329900225,130.0862579345703,742400
2019-02-26 00:00:00-05:00,130.04939899957273,130.9798316716033,130.04939899957273,130.4823760986328,1130100
2019-02-27 00:00:00-05:00,130.2428700344066,131.75367934255124,130.2428700344066,131.72604370117188,757100
2019-02-28 00:00:00-05:00,131.91034827775016,132.9421168611611,131.47737094932748,131.84585571289062,1444100
2019-03-01 00:00:00-05:00,132.41697452108386,133.18159346581075,131.76289815161815,132.29721069335938,678400
2019-03-04 00:00:00-05:00,133.4303341507846,133.52246234842747,129.92967349219688,130.81405639648438,1087700
2019-03-05 00:00:00-05:00,130.79564342573977,131.2101922506172,129.9389101247791,130.44558715820312,808900
2019-03-06 00:00:00-05:00,130.46396160356002,130.6113610693812,128.82418120246336,129.22952270507812,690700
2019-03-07 00:00:00-05:00,129.45064667886436,129.56118927099314,127.76480186495296,128.5017852783203,886800
2019-03-08 00:00:00-05:00,127.04622374097387,127.99508496853277,125.25904385783207,127.91217803955078,708000
2019-03-11 00:00:00-04:00,127.35026132072831,130.7956368615169,127.35026132072831,130.30738830566406,1013700
2019-03-12 00:00:00-04:00,130.60219994234345,131.05359163756165,129.00846901245896,129.15586853027344,919800
2019-03-13 00:00:00-04:00,129.76386033376738,130.67587889111476,128.90711307260054,129.90203857421875,809500
2019-03-14 00:00:00-04:00,130.41998333939299,130.41998333939299,129.0972909922239,129.57826232910156,1305800
2019-03-15 00:00:00-04:00,129.48582990565768,130.99351296103546,129.34707671470238,130.08705139160156,1092700
2019-03-18 00:00:00-04:00,130.0130151461452,130.5587408443999,128.86606813474057,129.95751953125,721400
2019-03-19 00:00:00-04:00,130.6235462564363,130.6235462564363,129.46734011418195,129.9205780029297,662500
2019-03-20 00:00:00-04:00,129.81881822018786,130.2350495667003,128.11687222371802,128.29261779785156,811600
2019-03-21 00:00:00-04:00,128.533117272572,130.65128049492984,128.40362276265287,130.08705139160156,708200
2019-03-22 00:00:00-04:00,129.50430345450684,130.21653023026877,127.8208750281548,128.2371063232422,722800
2019-03-25 00:00:00-04:00,128.2371063232422,128.5423463699973,126.9144135678114,128.2371063232422,732800
2019-03-26 00:00:00-04:00,129.3748210584322,129.9483088274075,128.570106205089,129.86505126953125,1088600
2019-03-27 00:00:00-04:00,129.86502011824678,130.8362357405301,128.30184184893736,128.9123077392578,922200
2019-03-28 00:00:00-04:00,129.00482332842503,129.95753580701333,128.26484877152444,128.74583435058594,858600
2019-03-29 00:00:00-04:00,129.35632236810258,130.05929047774634,128.89384000584815,129.883544921875,897600
2019-04-01 00:00:00-04:00,130.8917348354982,131.77046249234377,129.67078890856695,130.71600341796875,701100
2019-04-02 00:00:00-04:00,131.2524565104163,131.6687018252372,130.19799754813553,131.0397186279297,662700
2019-04-03 00:00:00-04:00,131.74266888615728,132.8341341856115,131.0119532414953,131.61317443847656,957400
2019-04-04 00:00:00-04:00,131.98321146329536,132.038707085467,129.2545685004094,130.1240234375,442600
